,state,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc
1025,Survey Target,0.5533469319343567,4.273653030395508e-05,1.7378472089767456,0.001471279887482524,0.13496749103069305,0.2157774567604065,6.0,-50.0,-1143.0
1026,Survey Target,0.5537542700767517,7.331371307373047e-06,1.7983990907669067,0.0013040744233876467,0.13537196815013885,0.21557363867759705,0.0,-50.0,-1146.0
1027,Survey Target,0.5544038414955139,0.00015926361083984375,1.8589532375335693,0.00286771054379642,0.13754534721374512,0.21534769237041473,-1.0,-50.0,-1149.0
1028,Survey Target,0.5552025437355042,0.0006436855182982981,1.9197839498519897,0.0012866380857303739,0.1387786567211151,0.21632704138755798,1.0,-50.0,-1147.0
1029,Survey Target,0.555180013179779,0.0008497686358168721,1.980699062347412,-0.0021921945735812187,0.13668645918369293,0.21637463569641113,4.0,-50.0,-1140.0
1030,Survey Target,0.554551899433136,0.0005783439264632761,2.0413308143615723,-0.0041305990889668465,0.13299474120140076,0.21618832647800446,4.0,-50.0,-1137.0
1031,Survey Target,0.553744912147522,-0.00012540817260742188,2.1016507148742676,-0.0031493334099650383,0.13291563093662262,0.21650688350200653,5.0,-49.0,-1137.0
1032,Survey Target,0.5534019470214844,-0.0007445961819030344,2.1620492935180664,-0.0014271719846874475,0.13301965594291687,0.21642480790615082,4.0,-49.0,-1137.0
1033,Survey Target,0.5532512068748474,-0.0012711737072095275,2.222377300262451,-0.001290978747420013,0.13275383412837982,0.21604543924331665,4.0,-49.0,-1136.0
1034,Survey Target,0.553088366985321,-0.0018290589796379209,2.2826004028320312,-0.0012081509921699762,0.13170623779296875,0.21586206555366516,4.0,-50.0,-1138.0
1035,Survey Target,0.5531836748123169,-0.0023486933205276728,2.342724084854126,0.0004752171225845814,0.13307185471057892,0.21532045304775238,4.0,-50.0,-1139.0
1036,Survey Target,0.5535674095153809,-0.0026926430873572826,2.4028875827789307,0.0015550167299807072,0.13410229980945587,0.2152574509382248,0.0,-50.0,-1142.0
1037,Survey Target,0.5541262626647949,-0.002791512757539749,2.463287115097046,0.002624757122248411,0.13534283638000488,0.21572580933570862,-1.0,-50.0,-1145.0
1038,Survey Target,0.5546423196792603,-0.0027378832455724478,2.524005889892578,0.0009142000926658511,0.13723860681056976,0.2166142761707306,-1.0,-50.0,-1146.0
1039,Survey Target,0.5548424124717712,-0.0026299089659005404,2.5848965644836426,-0.0004702246515080333,0.13695138692855835,0.21648360788822174,-1.0,-50.0,-1143.0
1040,Survey Target,0.5544747114181519,-0.00263531063683331,2.6455326080322266,-0.002365588443353772,0.13546356558799744,0.21576787531375885,1.0,-50.0,-1144.0
1041,Survey Target,0.5538784265518188,-0.0025470731779932976,2.70622181892395,-0.0028988104313611984,0.13574759662151337,0.21606668829917908,3.0,-50.0,-1141.0
1042,Survey Target,0.553121030330658,-0.002659107791259885,2.766813039779663,-0.0034394171088933945,0.1338890641927719,0.21622323989868164,4.0,-49.0,-1137.0
1043,Survey Target,0.5522137880325317,-0.003132601734250784,2.8271191120147705,-0.0037187247071415186,0.13094627857208252,0.2158840298652649,4.0,-49.0,-1135.0
1044,Survey Target,0.5517046451568604,-0.003930608741939068,2.887223482131958,-0.0014434948097914457,0.13185162842273712,0.21598629653453827,4.0,-49.0,-1137.0
1045,Survey Target,0.5514770150184631,-0.004374152980744839,2.9473626613616943,-0.00013728660997003317,0.13145244121551514,0.21518376469612122,4.0,-49.0,-1137.0
1046,Survey Target,0.5517556071281433,-0.004749665968120098,3.0072474479675293,0.0014820187352597713,0.13201968371868134,0.214454784989357,4.0,-50.0,-1140.0
1047,Survey Target,0.5520520210266113,-0.004993724171072245,3.067291259765625,0.0016650183824822307,0.1331711858510971,0.21493810415267944,4.0,-50.0,-1140.0
1048,Survey Target,0.5524032711982727,-0.005177222192287445,3.127473831176758,0.0017060092650353909,0.13326039910316467,0.21520887315273285,4.0,-50.0,-1141.0
1049,Survey Target,0.5528150200843811,-0.005293615628033876,-3.0954580307006836,0.0019472780404612422,0.1336778849363327,0.21509325504302979,-1.0,-50.0,-1143.0
1050,Survey Target,0.5532698631286621,-0.00529094273224473,-3.0351271629333496,0.0015694447793066502,0.13559766113758087,0.21542172133922577,-2.0,-49.0,-1146.0
1051,Survey Target,0.553477942943573,-0.005144630093127489,-2.9744977951049805,0.0009543844498693943,0.1366702765226364,0.21577638387680054,-6.0,-49.0,-1147.0
1052,Survey Target,0.5535984039306641,-0.0048257336020469666,-2.9137344360351562,0.0012570152757689357,0.13670548796653748,0.2155868411064148,-7.0,-50.0,-1146.0
1053,Survey Target,0.5534672737121582,-0.004474081099033356,-2.8530845642089844,-0.0006062057800590992,0.1365777552127838,0.21496887505054474,-2.0,-50.0,-1144.0
1054,Survey Target,0.5528905391693115,-0.004321678075939417,-2.792513847351074,-0.0024931817315518856,0.13515861332416534,0.21545779705047607,-1.0,-49.0,-1142.0
1055,Survey Target,0.5522239208221436,-0.004430874716490507,-2.7320120334625244,-0.0010347373317927122,0.1342151165008545,0.21606247127056122,-1.0,-49.0,-1142.0
1056,Survey Target,0.5521302223205566,-0.00457401666790247,-2.6715283393859863,0.0006075928686186671,0.13434557616710663,0.21593382954597473,-1.0,-49.0,-1142.0
1057,Survey Target,0.5522229075431824,-0.004656197503209114,-2.611086368560791,0.0005868282169103622,0.1343405842781067,0.21555836498737335,-1.0,-49.0,-1141.0
1058,Survey Target,0.5522955060005188,-0.004762220662087202,-2.5506720542907715,0.0006550279213115573,0.13388940691947937,0.21573254466056824,-1.0,-50.0,-1141.0
1059,Survey Target,0.5522848963737488,-0.004928251262754202,-2.4902539253234863,-0.0006731122266501188,0.13407793641090393,0.21558362245559692,-1.0,-49.0,-1138.0
1060,Survey Target,0.5518505573272705,-0.00520572904497385,-2.4299728870391846,-0.00145708117634058,0.13255088031291962,0.2155541032552719,-1.0,-49.0,-1137.0
1061,Survey Target,0.5516815185546875,-0.005667046178132296,-2.3697338104248047,5.164497997611761e-05,0.1319325566291809,0.2159634530544281,4.0,-49.0,-1136.0
1062,Survey Target,0.5512692928314209,-0.0061651561409235,-2.3095507621765137,-0.001986197428777814,0.13143515586853027,0.2152804732322693,8.0,-49.0,-1136.0
1063,Survey Target,0.5505930185317993,-0.006675352342426777,-2.2494277954101562,-0.0021429944317787886,0.13073714077472687,0.2156633883714676,10.0,-49.0,-1135.0
1064,Survey Target,0.5501132607460022,-0.007276554591953754,-2.1894845962524414,-0.000190031249076128,0.13019897043704987,0.21452327072620392,9.0,-50.0,-1137.0
1065,Survey Target,0.549821674823761,-0.007635101210325956,-2.129626750946045,0.00012523820623755455,0.1311032623052597,0.21401125192642212,9.0,-50.0,-1136.0
1066,Survey Target,0.550007164478302,-0.008031797595322132,-2.0699808597564697,0.0038546293508261442,0.12985952198505402,0.21358036994934082,9.0,-50.0,-1139.0
1067,Survey Target,0.5509546995162964,-0.008344091475009918,-2.0101938247680664,0.006110336631536484,0.13310915231704712,0.21409308910369873,2.0,-50.0,-1145.0
1068,Survey Target,0.552518904209137,-0.00811755657196045,-1.9500950574874878,0.009053980000317097,0.13643814623355865,0.213659405708313,-2.0,-50.0,-1153.0
1069,Survey Target,0.5545593500137329,-0.007299160119146109,-1.88954496383667,0.009812968783080578,0.14045293629169464,0.21437451243400574,-3.0,-51.0,-1155.0
